;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
736;0001495158-17-000003;2017-02-28;2017-02-24;2017-02-28T20:58:59.000Z;;4;;;;20092;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
737;0001650649-17-000004;2017-02-27;2017-02-23;2017-02-27T21:06:55.000Z;;4;;;;7884;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
738;0001564590-17-002397;2017-02-24;2017-02-21;2017-02-24T16:11:07.000Z;34;8-K;001-34756;17637271;5.02,9.01;31391;0;0;tsla-8k_20170221.htm;8-K
739;0001193125-17-052093;2017-02-22;2017-02-22;2017-02-22T16:16:56.000Z;34;8-K;001-34756;17628584;2.02,9.01;828995;0;0;d322970d8k.htm;FORM 8-K
740;9999999997-17-003005;2017-02-14;2017-01-30;2017-03-15T10:56:38.000Z;34;NO ACT;001-34756;20170148;;1398;0;0;9999999997-17-003005.paper;AUTO-GENERATED PAPER DOCUMENT
741;0000315066-17-002089;2017-02-14;;2017-02-14T12:08:14.000Z;34;SC 13G/A;005-85943;17605480;;9259;0;0;filing.txt;
742;0001088875-17-000034;2017-02-10;;2017-02-10T09:25:22.000Z;34;SC 13G/A;005-85943;17589925;;11244;0;0;TeslaMotors12312016.txt;
743;0001193125-17-036276;2017-02-09;;2017-02-09T17:00:55.000Z;34;SC 13G/A;005-85943;17588343;;36329;0;0;d272090dsc13ga.htm;AMENDMENT NO. 6 TO SCHEDULE 13G
744;0001495158-17-000002;2017-02-08;2017-02-06;2017-02-08T20:17:28.000Z;;4;;;;19568;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
745;0000080255-17-001207;2017-02-07;;2017-02-07T12:17:30.000Z;34;SC 13G/A;005-85943;;;6942;0;0;tsla13gadec16.txt;
746;0001494731-17-000002;2017-02-03;2017-02-01;2017-02-03T20:24:18.000Z;;4;;;;8828;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
747;0001564590-17-000802;2017-02-01;2017-02-01;2017-02-01T09:13:44.000Z;34;8-K;001-34756;17563282;5.03,9.01;259591;0;0;tsla-8k_20170201.htm;8-K
748;0001495158-17-000001;2017-01-27;2017-01-25;2017-01-27T18:42:46.000Z;;4;;;;18155;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
749;0001650649-17-000003;2017-01-12;2017-01-10;2017-01-12T21:12:19.000Z;;4;;;;6959;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
750;0001494731-17-000001;2017-01-05;2017-01-03;2017-01-05T20:16:08.000Z;;4;;;;12642;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
751;0001564590-17-000024;2017-01-03;2017-01-03;2017-01-03T16:25:20.000Z;34;8-K;001-34756;17502099;2.02,7.01,9.01;29220;0;0;tsla-8k_20170103.htm;8-K
752;0001564590-16-030359;2016-12-20;2016-12-15;2016-12-20T17:16:58.000Z;34;8-K;001-34756;162062130;1.01,2.03,9.01;318383;0;0;tsla-8k_20161215.htm;8-K
753;0001352816-16-000005;2016-12-19;2016-12-14;2016-12-19T20:31:40.000Z;;4;;;;10599;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
754;0001494727-16-000026;2016-12-19;2016-12-15;2016-12-19T20:23:24.000Z;;4;;;;4459;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
755;0001352816-16-000004;2016-12-15;2016-12-13;2016-12-15T16:47:56.000Z;;4;;;;5067;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
756;9999999997-16-027593;2016-12-09;;2016-12-09T09:17:49.000Z;34;CT ORDER;001-34756;162042902;20161209,20161209;14561;0;0;filename1.pdf;
757;0001670512-16-000008;2016-12-07;2016-12-05;2016-12-07T21:18:12.000Z;;4;;;;26954;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
758;0001650649-16-000017;2016-12-07;2016-12-05;2016-12-07T19:42:09.000Z;;4;;;;24565;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
759;0001670512-16-000007;2016-12-07;2016-12-05;2016-12-07T18:00:04.000Z;;4;;;;8410;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
760;0001564590-16-029779;2016-12-05;2016-11-21;2016-12-02T21:48:23.000Z;34;8-K/A;001-34756;162032525;9.01;36774;0;0;tsla-8ka_20161121.htm;8-K/A
761;0001494727-16-000025;2016-11-25;2016-11-22;2016-11-25T15:27:45.000Z;;4;;;;14265;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
762;0001495158-16-000003;2016-11-23;2016-11-21;2016-11-23T21:30:25.000Z;;4;;;;23975;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
763;0001495158-16-000002;2016-11-23;2016-11-21;2016-11-23T21:23:36.000Z;;4;;;;5098;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
764;0001495158-16-000001;2016-11-23;2016-11-21;2016-11-23T21:15:09.000Z;;4;;;;10415;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
765;0001494730-16-000010;2016-11-23;2016-11-21;2016-11-23T20:48:06.000Z;;4;;;;10224;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
766;0001494730-16-000009;2016-11-23;2016-11-21;2016-11-23T20:44:40.000Z;;4;;;;10741;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
767;0001494731-16-000026;2016-11-23;2016-11-21;2016-11-23T17:52:36.000Z;;4;;;;5142;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
768;0001193125-16-773775;2016-11-21;;2016-11-21T16:42:56.000Z;33;POS AM;333-213390;162010739;;542744;0;0;d278851dposam.htm;POST-EFFECTIVE AMENDMENT NO. 1
769;0001193125-16-773759;2016-11-21;;2016-11-21T16:32:48.000Z;33;424B5;333-211437;162010650;;181560;0;0;d272201d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
770;0001193125-16-773745;2016-11-21;;2016-11-21T16:25:57.000Z;33;424B5;333-211437;162010589;;208828;0;0;d270132d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
771;0001193125-16-773705;2016-11-21;2016-11-21;2016-11-21T16:07:02.000Z;34;8-K;001-34756;162010415;1.01,2.01,8.01,9.01;102766;0;0;d292845d8k.htm;8-K
772;0001193125-16-772291;2016-11-18;2016-11-17;2016-11-18T16:10:02.000Z;34;8-K;001-34756;162007909;5.07,8.01,9.01;28975;0;0;d297885d8k.htm;8-K
773;0001352816-16-000003;2016-11-16;2016-11-14;2016-11-16T18:50:02.000Z;;4;;;;9520;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
774;0001193125-16-767059;2016-11-14;2016-11-14;2016-11-14T08:32:55.000Z;34;8-K;001-34756;161990821;8.01;17810;0;0;d293055d8k.htm;FORM 8-K
775;0001193125-16-767060;2016-11-14;;2016-11-14T08:31:00.000Z;34;425;001-34756;161990811;;18295;0;0;d293055d8k.htm;FORM 8-K
776;0001193125-16-764499;2016-11-09;;2016-11-09T17:04:54.000Z;;425;;;;18889;0;0;d290231d425.htm;425
777;0001193125-16-760503;2016-11-07;;2016-11-04T21:07:32.000Z;;425;;;;80255;0;0;d487659d425.htm;PURSUANT TO RULE 425
778;0001352816-16-000002;2016-11-03;2016-10-24;2016-11-03T19:05:36.000Z;;3;;;;2826;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
779;0001494731-16-000025;2016-11-03;2016-11-01;2016-11-03T18:22:26.000Z;;4;;;;10706;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
780;0001193125-16-759095;2016-11-03;;2016-11-03T17:29:56.000Z;;425;;;;86815;0;0;d286547d425.htm;PURSUANT TO RULE 425
781;0001193125-16-757264;2016-11-02;;2016-11-02T17:18:32.000Z;;425;;;;118987;0;0;d283421d425.htm;425
782;0001564590-16-026820;2016-11-02;2016-09-30;2016-11-01T21:08:34.000Z;34;10-Q;001-34756;161966131;;10298416;1;0;tsla-10q_20160930.htm;10-Q
783;0001193125-16-755418;2016-11-01;;2016-11-01T16:39:55.000Z;;425;;;;241705;0;0;d143247d425.htm;RULE 425
784;0001193125-16-752392;2016-10-31;;2016-10-31T07:10:07.000Z;;425;;;;7634098;0;0;d139157d425.htm;425
785;0001193125-16-752385;2016-10-31;;2016-10-31T07:07:02.000Z;;425;;;;19373;0;0;d136606d425.htm;425
786;0001193125-16-749870;2016-10-27;;2016-10-27T17:16:02.000Z;;425;;;;17622;0;0;d267997d425.htm;425
787;0001193125-16-747978;2016-10-26;;2016-10-26T16:34:03.000Z;;425;;;;593237;0;0;d273228d425.htm;425
788;0001193125-16-747973;2016-10-26;2016-10-26;2016-10-26T16:32:32.000Z;34;8-K;001-34756;161952946;2.02,9.01;604437;0;0;d273228d8k.htm;FORM 8-K
789;0001193125-16-746775;2016-10-25;;2016-10-25T17:22:00.000Z;;425;;;;6384708;0;0;d277584d425.htm;425
790;0001193125-16-743920;2016-10-21;;2016-10-21T16:53:02.000Z;;425;;;;17848;0;0;d272397d425.htm;425
791;0000000000-16-096853;2016-10-13;;2016-10-13T11:58:58.000Z;;UPLOAD;;;;35335;0;0;filename1.pdf;
792;9999999995-16-005953;2016-10-12;;2016-10-13T00:15:11.000Z;33;EFFECT;333-213390;161934007;S-4,,2016-10-12 09:00:00;1662;0;0;xslEFFECTX01/primary_doc.xml;
793;0001193125-16-736613;2016-10-12;;2016-10-12T13:58:02.000Z;;425;;;;13652;0;0;d270663d425.htm;425
794;0001193125-16-736377;2016-10-12;;2016-10-12T09:19:36.000Z;33;424B3;333-213390;161932517;;2597511;0;0;d241192d424b3.htm;PROSPECTUS FILED PURSUANT TO RULE 424(B)(3)
795;0001193125-16-736356;2016-10-12;;2016-10-12T09:00:55.000Z;;CORRESP;;;;13996;0;0;filename1.htm;
796;9999999997-16-026377;2016-10-12;;2016-10-12T08:24:58.000Z;34;CT ORDER;001-34756;161932436;20161012,20161012;10949;0;0;filename1.pdf;
797;9999999997-16-026376;2016-10-12;;2016-10-12T08:08:29.000Z;34;CT ORDER;001-34756;161932423;20161012,20161012;10966;0;0;filename1.pdf;
798;0001193125-16-735978;2016-10-11;;2016-10-11T19:58:02.000Z;;CORRESP;;;;12691;0;0;filename1.htm;
799;0001193125-16-735804;2016-10-11;2016-10-11;2016-10-11T17:03:56.000Z;34;8-K;001-34756;161931700;8.01,9.01;598150;0;0;d253219d8k.htm;8-K
800;0001193125-16-735077;2016-10-11;;2016-10-11T09:56:00.000Z;33;S-4/A;333-213390;161929783;;2677353;0;0;d241192ds4a.htm;AMENDMENT NO. 5 TO FORM S-4
801;0001193125-16-733801;2016-10-07;;2016-10-07T16:04:56.000Z;;CORRESP;;;;11792;0;0;filename1.htm;
802;0001193125-16-733793;2016-10-07;;2016-10-07T16:02:22.000Z;33;S-4/A;333-213390;161927739;;2698731;0;0;d241192ds4a.htm;AMENDMENT NO. 4 TO FORM S-4
803;0000000000-16-096142;2016-10-06;;2016-10-06T15:36:43.000Z;;UPLOAD;;;;140155;0;0;filename1.pdf;
804;0001564590-16-025573;2016-10-03;2016-10-02;2016-10-03T16:47:46.000Z;34;8-K;001-34756;161916224;2.02,7.01,9.01;29604;0;0;tsla-8k_20161002.htm;FORM 8-K
805;0001193125-16-724462;2016-09-29;;2016-09-29T06:10:32.000Z;;CORRESP;;;;137969;0;0;filename1.htm;
806;0001193125-16-724453;2016-09-29;;2016-09-29T06:04:07.000Z;33;S-4/A;333-213390;161908237;;2670832;0;0;d241192ds4a.htm;AMENDMENT NO. 3 TO FORM S-4
807;0000000000-16-094359;2016-09-23;;2016-09-23T16:53:05.000Z;;UPLOAD;;;;183792;0;0;filename1.pdf;
808;0001564590-16-025408;2016-09-23;2016-09-23;2016-09-23T06:10:25.000Z;34;8-K;001-34756;161898634;5.02,9.01;32527;0;0;tsla-8k_20160923.htm;8-K
809;0001193125-16-713693;2016-09-20;;2016-09-19T18:44:34.000Z;33;S-4/A;333-213390;161892738;;1026355;0;0;d241192ds4a.htm;AMENDMENT NO. 2 TO FORM S-4
810;0000000000-16-093364;2016-09-19;;2016-09-19T15:00:48.000Z;;UPLOAD;;;;211308;0;0;filename1.pdf;
811;0001193125-16-712727;2016-09-19;;2016-09-19T06:25:03.000Z;;CORRESP;;;;92357;0;0;filename1.htm;
812;0001193125-16-712723;2016-09-19;;2016-09-19T06:19:38.000Z;33;S-4/A;333-213390;161890675;;2656544;0;0;d241192ds4a.htm;AMENDMENT NO.1 ON FORM S-4
813;0001193125-16-705170;2016-09-08;;2016-09-08T16:12:02.000Z;;425;;;;11194;0;0;d251748d425.htm;425
814;0001670512-16-000006;2016-09-07;2016-09-05;2016-09-07T20:02:21.000Z;;4;;;;19246;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
815;0001564590-16-024985;2016-09-07;2016-08-31;2016-09-07T16:22:41.000Z;34;8-K;001-34756;161873698;1.01,2.03;25532;0;0;tsla-8k_20160831.htm;8-K
816;0001193125-16-697498;2016-08-31;;2016-08-31T06:07:37.000Z;33;S-4;333-213390;161861858;;2652500;0;0;d241192ds4.htm;REGISTRATION STATEMENT ON FORM S-4
817;0001564590-16-023024;2016-08-05;2016-06-30;2016-08-05T17:21:19.000Z;34;10-Q;001-34756;161812062;;6622723;1;0;tsla-10q_20160630.htm;10-Q
818;0001564590-16-022836;2016-08-05;2016-08-05;2016-08-05T06:08:00.000Z;34;8-K;001-34756;161809013;8.01;21113;0;0;tsla-8k_20160805.htm;8-K
819;0001193125-16-670068;2016-08-03;2016-08-03;2016-08-03T16:05:57.000Z;34;8-K;001-34756;161803825;2.02,9.01;847547;0;0;d234162d8k.htm;FORM 8-K
820;0001193125-16-667181;2016-08-02;;2016-08-01T21:57:34.000Z;;425;;;;94890;0;0;d234608d425.htm;425
821;0001193125-16-665620;2016-08-01;2016-07-31;2016-08-01T07:04:01.000Z;34;8-K;001-34756;161795775;1.01,8.01,9.01;4123142;0;0;d200129d8k.htm;FORM 8-K
822;0001193125-16-665621;2016-08-01;;2016-08-01T07:02:07.000Z;;425;;;;4123511;0;0;d200129d8k.htm;FORM 8-K
823;0001193125-16-652995;2016-07-21;;2016-07-21T06:21:04.000Z;;425;;;;18718;0;0;d213946d425.htm;425
824;0001564590-16-021035;2016-07-05;2016-07-03;2016-07-05T06:17:10.000Z;34;8-K;001-34756;161748138;2.02,7.01,9.01;30277;0;0;tsla-8k_20160703.htm;FORM 8-K
825;0001193125-16-629286;2016-06-23;;2016-06-22T21:36:33.000Z;;425;;;;91903;0;0;d40004d425.htm;425
826;0001193125-16-627915;2016-06-21;2016-06-20;2016-06-21T17:15:03.000Z;34;8-K;001-34756;161725004;5.03,8.01,9.01;214833;1;0;d185582d8k.htm;FORM 8-K
827;0001193125-16-627916;2016-06-21;;2016-06-21T17:13:08.000Z;;425;;;;215172;1;0;d185582d8k.htm;FORM 8-K
828;0001494731-16-000024;2016-06-15;2016-06-13;2016-06-15T17:42:27.000Z;;4;;;;4911;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
829;0001650649-16-000016;2016-06-09;2016-06-07;2016-06-09T19:08:11.000Z;;4;;;;10831;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
830;0001650649-16-000015;2016-06-07;2016-06-05;2016-06-07T20:21:38.000Z;;4;;;;19225;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
831;0001564590-16-020278;2016-06-03;2016-05-31;2016-06-03T16:22:12.000Z;34;8-K;001-34756;161695958;5.07;33679;0;0;tsla-8k_20160531.htm;8-K
832;0001564590-16-020080;2016-05-27;;2016-05-27T17:15:29.000Z;34;SD;001-34756;161683264;;223750;0;0;tsla-sd_20151231.htm;FORM SD
833;0001494730-16-000008;2016-05-26;2016-05-25;2016-05-26T20:21:38.000Z;;4;;;;5133;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
834;0001193125-16-602294;2016-05-25;2016-05-19;2016-05-25T16:20:01.000Z;34;8-K;001-34756;161674897;1.01,8.01,9.01;320414;0;0;d199662d8k.htm;FORM 8-K
835;0001193125-16-600683;2016-05-24;2016-05-18;2016-05-24T16:49:55.000Z;34;8-K;001-34756;161672362;3.03,8.01,9.01;35772;1;0;d82775d8k.htm;FORM 8-K
836;0001494730-16-000007;2016-05-23;2016-05-19;2016-05-23T18:08:34.000Z;;4;;;;12768;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
837;0001193125-16-596657;2016-05-20;;2016-05-20T06:08:31.000Z;33;424B5;333-211437;161664711;;396299;0;0;d185970d424b5.htm;424B5
838;0001193125-16-594471;2016-05-18;;2016-05-18T16:12:12.000Z;33;424B5;333-211437;161660609;;400522;0;0;d185970d424b5.htm;424B5
839;0001193125-16-594430;2016-05-18;;2016-05-18T16:01:40.000Z;33;S-3ASR;333-211437;161660504;;659857;0;0;d188827ds3asr.htm;S-3ASR
840;0001650649-16-000014;2016-05-16;2016-05-12;2016-05-16T17:58:11.000Z;;4;;;;16857;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
841;0001564590-16-018886;2016-05-10;2016-03-31;2016-05-10T15:27:20.000Z;34;10-Q;001-34756;161635448;;6524243;1;0;tsla-10q_20160331.htm;10-Q
842;0001494731-16-000023;2016-05-04;2016-05-02;2016-05-04T18:51:14.000Z;;4;;;;14048;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
843;0001193125-16-577582;2016-05-04;2016-05-04;2016-05-04T16:11:22.000Z;34;8-K;001-34756;161619423;2.02,9.01;791616;1;0;d158845d8k.htm;FORM 8-K
844;0001650649-16-000013;2016-04-28;2016-04-26;2016-04-28T20:42:01.000Z;;4;;;;11889;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
845;0001193125-16-543345;2016-04-15;;2016-04-15T17:10:36.000Z;34;DEFA14A;001-34756;161575130;;631791;0;0;d144999ddefa14a.htm;NOTICE & ACCESS
846;0001193125-16-543341;2016-04-15;2016-05-31;2016-04-15T17:09:07.000Z;34;DEF 14A;001-34756;161575120;;1214163;0;0;d133980ddef14a.htm;DEF 14A
847;0001670512-16-000005;2016-04-13;2016-04-11;2016-04-13T19:20:26.000Z;;4;;;;7214;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
848;0001670512-16-000004;2016-04-13;2016-04-11;2016-04-13T18:30:42.000Z;;4;;;;5210;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
849;0001670512-16-000003;2016-04-13;2016-04-11;2016-04-13T18:16:21.000Z;;4;;;;9483;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
850;0001670512-16-000002;2016-04-13;2016-04-11;2016-04-13T17:56:28.000Z;;4;;;;9463;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
851;0001564590-16-015857;2016-04-04;2016-04-04;2016-04-04T16:57:12.000Z;34;8-K;001-34756;161551463;2.02,7.01,9.01;29050;1;0;tsla-8k_20160404.htm;8-K
852;0001670512-16-000001;2016-03-25;2016-03-15;2016-03-25T17:40:58.000Z;;3;;;;5130;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
853;0001494731-16-000022;2016-03-22;2016-03-18;2016-03-22T18:20:15.000Z;;4;;;;8215;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
854;0001650649-16-000012;2016-03-18;2016-03-15;2016-03-18T19:43:07.000Z;;4;;;;11688;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
855;0001564590-16-014593;2016-03-11;2016-03-11;2016-03-11T17:00:19.000Z;34;8-K;001-34756;161501433;8.01;20573;0;0;tsla-8k_20160309.htm;8-K
856;0001650649-16-000011;2016-03-08;2016-03-05;2016-03-08T21:37:19.000Z;;4;;;;8553;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
857;0001650649-16-000010;2016-03-08;2016-03-05;2016-03-08T21:35:20.000Z;;4;;;;19239;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
858;0001564590-16-013217;2016-02-24;;2016-02-24T17:21:36.000Z;33;S-8;333-209696;161452989;;126129;0;0;tsla-s8_20160223.htm;S-8
859;0001564590-16-013195;2016-02-24;2015-12-31;2016-02-24T16:17:56.000Z;34;10-K;001-34756;161452193;;15606725;1;0;tsla-10k_20151231.htm;10-K
860;9999999997-16-017166;2016-02-23;;2016-02-23T13:33:04.000Z;33;CT ORDER;333-164593;161447749;20160223,20160223;10925;0;0;filename1.pdf;
861;0001494727-16-000024;2016-02-12;2016-02-10;2016-02-12T19:35:11.000Z;;4;;;;7010;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
862;0001193125-16-462449;2016-02-12;;2016-02-12T16:23:36.000Z;34;SC 13G/A;005-85943;161419534;;36346;0;0;d133944dsc13ga.htm;SC 13G/A
863;0000080255-16-001149;2016-02-12;;2016-02-12T11:11:14.000Z;34;SC 13G;005-85943;161416145;;24215;0;0;tsla13gdec15.htm;TSLA AS OF 12/31/2015
864;0001104659-16-096253;2016-02-12;;2016-02-12T08:04:06.000Z;34;SC 13G/A;005-85943;161414280;;165426;0;0;a16-3726_37sc13ga.htm;SC 13G/A
865;0001088875-16-000103;2016-02-11;;2016-02-11T10:24:53.000Z;34;SC 13G;005-85943;161408816;;11143;0;0;TeslaMotors12312015.txt;
866;0001494730-16-000005;2016-02-10;2016-02-08;2016-02-10T17:20:12.000Z;;4;;;;7088;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
867;0001193125-16-457674;2016-02-10;2016-02-09;2016-02-10T16:44:07.000Z;34;8-K;001-34756;161406299;1.01,2.02,9.01;1009988;0;0;d124215d8k.htm;8-K
868;0001494730-16-000004;2016-01-29;2016-01-27;2016-01-29T17:26:45.000Z;;4;;;;8874;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
869;0000315066-16-003402;2016-01-11;;2016-01-11T09:13:51.000Z;34;SC 13G/A;005-85943;161335275;;9354;0;0;filing.txt;
870;0001193125-16-418701;2016-01-04;2016-01-03;2016-01-04T06:05:35.000Z;34;8-K;001-34756;161316387;2.02,7.01,9.01;18241;0;0;d106308d8k.htm;8-K
871;0001660228-15-000006;2015-12-17;2015-12-15;2015-12-17T19:46:57.000Z;;4;;;;14880;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
872;0001660228-15-000005;2015-12-16;2015-12-14;2015-12-16T20:18:08.000Z;;4;;;;7135;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
873;0001660228-15-000004;2015-12-11;2015-12-09;2015-12-11T20:44:26.000Z;;4;;;;7731;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
874;0001660228-15-000003;2015-12-09;2015-11-30;2015-12-09T20:25:05.000Z;;3;;;;5583;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
875;0001494731-15-000021;2015-12-08;2015-12-04;2015-12-08T20:50:10.000Z;;4;;;;11330;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
876;0001494731-15-000020;2015-12-08;2015-12-04;2015-12-08T20:47:29.000Z;;4;;;;13799;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
877;0001494727-15-000023;2015-11-18;2015-11-16;2015-11-18T18:29:22.000Z;;4;;;;22438;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
878;0001494732-15-000007;2015-11-10;2015-11-06;2015-11-10T21:30:07.000Z;;4;;;;12057;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
879;0001564590-15-009741;2015-11-05;2015-09-30;2015-11-05T17:15:13.000Z;34;10-Q;001-34756;151201649;;6601633;1;0;tsla-10q_20150930.htm;10-Q
880;0001494731-15-000019;2015-11-04;2015-11-02;2015-11-04T20:08:00.000Z;;4;;;;20432;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
881;0001193125-15-364590;2015-11-04;2015-11-03;2015-11-03T17:58:58.000Z;34;8-K;001-34756;151194862;5.02,9.01;19377;0;0;d93830d8k.htm;8-K
882;0001193125-15-364285;2015-11-03;2015-11-03;2015-11-03T16:06:09.000Z;34;8-K;001-34756;151193726;2.02,9.01;970521;0;0;d50904d8k.htm;FORM 8-K
883;9999999997-15-014383;2015-11-02;;2015-11-02T11:01:07.000Z;33;CT ORDER;333-164593;151189723;20151102,20151102;11024;0;0;filename1.pdf;
884;0001494727-15-000017;2015-10-19;2015-10-15;2015-10-19T21:43:32.000Z;;4;;;;20644;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
885;0001494727-15-000015;2015-10-19;2012-06-11;2015-10-19T20:46:36.000Z;;4;;;;4920;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
886;0001650649-15-000009;2015-10-14;2015-10-12;2015-10-14T20:34:56.000Z;;4;;;;5256;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
887;0001650649-15-000008;2015-10-14;2015-10-12;2015-10-14T20:30:13.000Z;;4;;;;5262;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
888;0001193125-15-336526;2015-10-02;2015-10-02;2015-10-02T16:03:09.000Z;34;8-K;001-34756;151140252;2.02,7.01,9.01;16241;0;0;d12944d8k.htm;8-K
889;0001494727-15-000011;2015-09-17;2015-09-15;2015-09-17T19:41:00.000Z;;4;;;;16174;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
890;9999999997-15-013376;2015-09-16;;2015-09-15T15:44:41.000Z;34;CT ORDER;001-34756;151107706;20150915,20150916;10898;0;0;filename1.pdf;
891;0001650649-15-000006;2015-09-09;2015-09-05;2015-09-09T20:23:25.000Z;;4;;;;9067;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
892;0001494730-15-000002;2015-08-21;2015-08-19;2015-08-21T12:07:09.000Z;;4;;;;4706;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
893;0001209191-15-067192;2015-08-20;2015-08-18;2015-08-20T18:25:23.000Z;;4;;;;18984;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
894;0001494732-15-000006;2015-08-20;2015-08-18;2015-08-20T18:08:46.000Z;;4;;;;23933;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
895;0001193125-15-296117;2015-08-19;2015-08-13;2015-08-19T16:10:10.000Z;34;8-K;001-34756;151064164;1.01,3.03,8.01,9.01;225412;0;0;d45707d8k.htm;8-K
896;0001494727-15-000009;2015-08-18;2015-08-14;2015-08-18T18:58:54.000Z;;4;;;;16715;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
897;0001650649-15-000004;2015-08-17;2015-08-06;2015-08-17T19:20:17.000Z;;3;;;;7274;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
898;0001193125-15-290590;2015-08-14;;2015-08-14T06:08:29.000Z;33;424B5;333-188625;151052404;;388892;0;0;d84889d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
899;0001193125-15-288963;2015-08-13;;2015-08-13T06:49:10.000Z;33;424B5;333-188625;151048635;;390418;0;0;d84889d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
900;0001564590-15-006666;2015-08-07;2015-06-30;2015-08-07T16:09:03.000Z;34;10-Q;001-34756;151037418;;10079920;1;0;tsla-10q_20150630.htm;10-Q
901;0001494731-15-000018;2015-08-05;2015-08-03;2015-08-05T20:40:41.000Z;;4;;;;14637;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
