;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
411;0001584518-19-000007;2019-09-09;2019-09-05;2019-09-09T20:54:41.000Z;;4;;;;13970;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
412;0001771364-19-000012;2019-09-09;2019-09-05;2019-09-09T20:21:24.000Z;;4;;;;34110;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
413;0001771340-19-000008;2019-09-09;2019-09-05;2019-09-09T19:49:40.000Z;;4;;;;24187;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
414;0001771364-19-000011;2019-08-21;2019-08-19;2019-08-21T20:46:23.000Z;;4;;;;4586;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
415;0001771340-19-000007;2019-08-19;2019-08-15;2019-08-19T21:43:08.000Z;;4;;;;8625;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
416;0001771340-19-000006;2019-08-16;2019-08-14;2019-08-16T20:52:37.000Z;;4;;;;4515;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
417;0001564590-19-032484;2019-08-16;2019-08-16;2019-08-16T17:03:32.000Z;34;8-K;001-34756;191034108;1.01,2.03,8.01,9.01;191636;1;1;tsla-8k_20190816.htm;8-K
418;0001193125-19-223476;2019-08-16;;2019-08-16T16:14:40.000Z;33;424B5;333-231168;191033619;;222493;0;0;d787976d424b5.htm;424B5
419;0001494727-19-000008;2019-07-31;2019-07-29;2019-07-31T20:51:37.000Z;;4;;;;22745;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
420;0001771340-19-000005;2019-07-31;2019-07-29;2019-07-31T20:32:20.000Z;;4;;;;4490;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
421;0001564590-19-026445;2019-07-29;2019-06-30;2019-07-29T06:21:00.000Z;34;10-Q;001-34756;19979326;;21564361;1;1;tsla-10q_20190630.htm;10-Q
422;0001564590-19-025855;2019-07-24;2019-07-24;2019-07-24T16:56:43.000Z;34;8-K;001-34756;19971602;2.02,9.01;1410698;0;0;tsla-8k_20190724.htm;8-K
423;0001584518-19-000006;2019-07-23;2019-07-19;2019-07-23T21:09:40.000Z;;4;;;;7444;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
424;0001771364-19-000010;2019-07-19;2019-07-17;2019-07-19T20:34:01.000Z;;4;;;;4586;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
425;0001771364-19-000009;2019-07-15;2019-07-11;2019-07-15T20:30:51.000Z;;4;;;;7276;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
426;0001494727-19-000007;2019-07-02;2019-06-28;2019-07-02T21:23:22.000Z;;4;;;;10969;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
427;0001564590-19-024414;2019-07-02;2019-07-02;2019-07-02T16:22:57.000Z;34;8-K;001-34756;19937759;2.02,7.01,9.01;48838;0;0;tsla-8k_20190702.htm;8-K
428;0001412598-19-000001;2019-06-12;2019-06-10;2019-06-12T21:55:11.000Z;;4;;;;23315;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
429;0001564590-19-022354;2019-06-12;2019-06-11;2019-06-12T17:29:16.000Z;34;8-K;001-34756;19894393;5.02,5.07,9.01;79756;0;0;tsla-8k_20190611.htm;8-K
430;0001193125-19-171369;2019-06-12;;2019-06-12T17:00:00.000Z;33;S-8 POS;333-223169;19894152;;64721;0;0;d763423ds8pos.htm;S-8 POS
431;0001193125-19-171367;2019-06-12;;2019-06-12T16:59:30.000Z;33;S-8 POS;333-216376;19894147;;64721;0;0;d763423ds8pos.htm;S-8 POS
432;0001193125-19-171365;2019-06-12;;2019-06-12T16:59:00.000Z;33;S-8 POS;333-209696;19894143;;64721;0;0;d763423ds8pos.htm;S-8 POS
433;0001193125-19-171363;2019-06-12;;2019-06-12T16:58:53.000Z;33;S-8 POS;333-198002;19894142;;64721;0;0;d763423ds8pos.htm;S-8 POS
434;0001193125-19-171362;2019-06-12;;2019-06-12T16:58:00.000Z;33;S-8 POS;333-187113;19894137;;64721;0;0;d763423ds8pos.htm;S-8 POS
435;0001193125-19-171361;2019-06-12;;2019-06-12T16:57:53.000Z;33;S-8 POS;333-183033;19894135;;64721;0;0;d763423ds8pos.htm;S-8 POS
436;0001193125-19-171355;2019-06-12;;2019-06-12T16:57:00.000Z;33;S-8 POS;333-167874;19894127;;64721;0;0;d763423ds8pos.htm;S-8 POS
437;0001193125-19-171236;2019-06-12;;2019-06-12T16:09:06.000Z;33;S-8;333-232079;19893679;;527312;0;0;d763161ds8.htm;REGISTRATION STATEMENT ON FORM S-8
438;0001771364-19-000008;2019-06-07;2019-06-05;2019-06-07T21:08:54.000Z;;4;;;;13752;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
439;0001771364-19-000007;2019-06-07;2019-06-05;2019-06-07T20:29:20.000Z;;4;;;;23970;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
440;0001771364-19-000006;2019-06-07;2019-06-05;2019-06-07T20:08:24.000Z;;4;;;;34002;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
441;0001495158-19-000005;2019-06-05;2019-06-03;2019-06-05T21:38:13.000Z;;4;;;;37287;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
442;0001494727-19-000006;2019-05-30;2019-05-28;2019-05-30T20:40:47.000Z;;4;;;;19969;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
443;0001564590-19-020762;2019-05-29;;2019-05-29T17:01:15.000Z;34;SD;001-34756;19862860;;475499;0;0;tsla-sd.htm;SD
444;0001494730-19-000002;2019-05-21;2019-05-20;2019-05-21T17:54:57.000Z;;4;;;;8057;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
445;0001771340-19-000004;2019-05-20;2019-05-16;2019-05-20T21:27:38.000Z;;4;;;;20814;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
446;0001771340-19-000003;2019-05-17;2019-05-15;2019-05-17T21:19:14.000Z;;4;;;;8624;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
447;0001193125-19-149509;2019-05-16;;2019-05-16T16:51:48.000Z;33;POS AM;333-229749;19833002;;831415;0;0;d744244dposam.htm;POS AM
448;0001193125-19-148648;2019-05-16;;2019-05-16T09:01:06.000Z;;SC TO-T/A;;;;40675;0;0;d703537dsctota.htm;AMENDMENT NO. 8
449;0001193125-19-145485;2019-05-13;;2019-05-13T17:10:04.000Z;;SC TO-T/A;;;;41638;0;0;d703537dsctota.htm;AMENDMENT NO. 7
450;0001564590-19-018876;2019-05-13;2019-05-13;2019-05-13T16:59:18.000Z;34;8-K;001-34756;19819153;8.01,9.01;71782;0;0;tsla-8k_20190513.htm;8-K
451;0001564590-19-018878;2019-05-13;;2019-05-13T16:57:23.000Z;;425;;;;72351;0;0;tsla-8k_20190513.htm;8-K
452;0001193125-19-145433;2019-05-13;;2019-05-13T16:46:54.000Z;33;424B3;333-229749;19819011;;2102810;0;0;d625340d424b3.htm;424B3
453;9999999995-19-001077;2019-05-10;;2019-05-13T00:15:27.000Z;33;EFFECT;333-229749;19816769;S-4,,2019-05-10 16:00:00;1744;0;0;xslEFFECTX01/primary_doc.xml;
454;0001193125-19-141564;2019-05-08;;2019-05-08T17:07:02.000Z;;CORRESP;;;;10746;0;0;filename1.htm;
455;0001193125-19-141560;2019-05-08;;2019-05-08T17:05:02.000Z;;CORRESP;;;;33921;0;0;filename1.htm;
456;0001193125-19-141554;2019-05-08;;2019-05-08T17:03:03.000Z;;SC TO-T/A;;;;27740;0;0;d703537dsctota.htm;AMENDMENT NO 6
457;0001564590-19-016764;2019-05-08;2019-05-03;2019-05-07T20:55:47.000Z;34;8-K;001-34756;19804919;1.01,2.03,3.02,8.01,9.01;995604;0;0;tsla-8k_20190503.htm;8-K
458;0001494730-19-000001;2019-05-06;2019-05-02;2019-05-06T21:04:37.000Z;;4;;;;4841;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
459;0001193125-19-135910;2019-05-03;2019-05-01;2019-05-03T08:16:33.000Z;34;8-K;001-34756;19794126;1.01,3.03,8.01,9.01;750220;0;0;d730491d8k.htm;8-K
460;0001193125-19-135776;2019-05-03;;2019-05-03T07:30:03.000Z;34;FWP;333-231168;19794041;;100362;0;0;d663958dfwp.htm;FWP
461;0001193125-19-135716;2019-05-03;;2019-05-03T07:09:04.000Z;33;424B5;333-231168;19794030;;802675;0;0;d739086d424b5.htm;424B5
462;0001193125-19-135709;2019-05-03;;2019-05-03T06:59:56.000Z;33;424B5;333-231168;19794019;;480547;0;0;d733818d424b5.htm;424B5
463;0001193125-19-133837;2019-05-02;;2019-05-02T07:35:22.000Z;33;424B5;333-231168;19789756;;798219;0;0;d739086d424b5.htm;424B5
464;0001193125-19-133824;2019-05-02;;2019-05-02T07:28:32.000Z;33;424B5;333-231168;19789730;;484219;0;0;d733818d424b5.htm;424B5
465;0001193125-19-133592;2019-05-02;;2019-05-01T21:19:27.000Z;33;S-3ASR;333-231168;19789428;;370759;0;0;d739086ds3asr.htm;S-3ASR
466;0001771364-19-000005;2019-05-01;2019-04-29;2019-05-01T21:24:33.000Z;;4;;;;7410;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
467;0001771364-19-000004;2019-05-01;2019-04-29;2019-05-01T21:08:31.000Z;;4;;;;5408;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
468;0001771364-19-000003;2019-05-01;2019-04-29;2019-05-01T20:51:06.000Z;;4;;;;7430;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
469;0001494727-19-000005;2019-04-30;2019-04-26;2019-04-30T20:17:45.000Z;;4;;;;33475;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
470;0001564590-19-014276;2019-04-30;;2019-04-30T16:10:41.000Z;34;DEFA14A;001-34756;19781789;;282882;0;0;tsla-defa14a_20190606.htm;DEFA14A
471;0001564590-19-014268;2019-04-30;2019-06-11;2019-04-30T16:05:27.000Z;34;DEF 14A;001-34756;19781627;;2450576;0;0;tsla-def14a_20190611.htm;DEF 14A
472;0001193125-19-126466;2019-04-30;;2019-04-29T21:27:53.000Z;;SC TO-T/A;;;;87483;0;0;d703537dsctota.htm;AMENDMENT NO 5
473;0001193125-19-126457;2019-04-30;;2019-04-29T21:23:04.000Z;33;S-4/A;333-229749;19778000;;2578523;0;0;d625340ds4a.htm;AMENDMENT NO. 5 TO FORM S-4
474;0001564590-19-013462;2019-04-29;2019-03-31;2019-04-29T06:09:07.000Z;34;10-Q;001-34756;19773590;;15066612;1;0;tsla-10q_20190331.htm;10-Q
475;0001564590-19-012758;2019-04-24;2019-04-24;2019-04-24T17:15:37.000Z;34;8-K;001-34756;19764582;2.02,9.01;1085075;0;0;tsla-8k_20190424.htm;8-K
476;0001771340-19-000002;2019-04-23;2019-04-19;2019-04-23T21:19:33.000Z;;4;;;;9576;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
477;0001771364-19-000002;2019-04-23;2019-04-19;2019-04-23T21:13:14.000Z;;4;;;;7574;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
478;0001564590-19-012122;2019-04-19;2019-04-18;2019-04-19T17:31:09.000Z;34;8-K;001-34756;19758340;5.02,8.01;34008;0;0;tsla-8k_20190418.htm;8-K
479;0001564590-19-012123;2019-04-19;;2019-04-19T17:29:14.000Z;34;DEFA14A;001-34756;19758336;;33816;0;0;tsla-8k_20190418.htm;8-K
480;0001564590-19-012121;2019-04-19;2019-06-11;2019-04-19T17:28:20.000Z;34;PRE 14A;001-34756;19758331;;2461324;0;0;tsla-pre14a_20190611.htm;PRE 14A
481;0001495158-19-000004;2019-04-11;2019-04-09;2019-04-11T21:32:08.000Z;;4;;;;22365;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
482;0001193125-19-100852;2019-04-08;;2019-04-08T17:29:34.000Z;;SC TO-T/A;;;;30229;0;0;d703537dsctota.htm;AMENDMENT NO 4
483;0001193125-19-100849;2019-04-08;;2019-04-08T17:27:07.000Z;33;S-4/A;333-229749;19738064;;2557164;0;0;d625340ds4a.htm;AMENDMENT NO. 4 TO FORM S-4
484;0001193125-19-100843;2019-04-08;;2019-04-08T17:23:04.000Z;;425;;;;10452;0;0;d694407d425.htm;425
485;0001564590-19-010743;2019-04-04;2019-04-03;2019-04-03T20:22:00.000Z;34;8-K;001-34756;19730905;2.02,7.01,9.01;41423;0;0;tsla-8k_20190403.htm;8-K
486;0001193125-19-095916;2019-04-03;;2019-04-02T21:59:00.000Z;;SC TO-T/A;;;;29142;0;0;d703537dsctota.htm;AMENDMENT NO 3
487;0001193125-19-095913;2019-04-03;;2019-04-02T21:57:15.000Z;33;S-4/A;333-229749;19727397;;4041980;0;0;d625340ds4a.htm;AMENDMENT NO. 3 TO FORM S-4
488;0001193125-19-095912;2019-04-02;;2019-04-02T21:51:32.000Z;;CORRESP;;;;30780;0;0;filename1.htm;
489;0001494727-19-000004;2019-03-28;2019-03-26;2019-03-28T20:01:13.000Z;;4;;;;25912;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
490;0001193125-19-089506;2019-03-28;;2019-03-28T09:03:29.000Z;;SC TO-T/A;;;;30059;0;0;d703537dsctota.htm;AMENDMENT NO 2
491;0001193125-19-089485;2019-03-28;;2019-03-28T08:58:03.000Z;33;S-4/A;333-229749;19710089;;2553077;0;0;d625340ds4a.htm;AMENDMENT NO. 2 TO FORM S-4
492;0001193125-19-089439;2019-03-28;;2019-03-28T08:32:32.000Z;;425;;;;10867;0;0;d725087d425.htm;425
493;0000000000-19-005844;2019-03-26;;2019-03-26T16:10:14.000Z;;UPLOAD;;;;41791;0;0;filename1.pdf;
494;0001771340-19-000001;2019-03-25;2019-03-13;2019-03-25T21:05:29.000Z;;3;;;;16924;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
495;0001771364-19-000001;2019-03-25;2019-03-13;2019-03-25T20:53:04.000Z;;3;;;;17921;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
496;0001584518-19-000005;2019-03-18;2019-03-14;2019-03-18T21:19:29.000Z;;4;;;;19704;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
497;0001193125-19-075818;2019-03-15;;2019-03-15T08:32:27.000Z;;SC TO-T/A;;;;801452;0;0;d703537dsctota.htm;AMENDMENT NO 1
498;0001193125-19-075806;2019-03-15;;2019-03-15T08:27:42.000Z;33;S-4/A;333-229749;19683050;;2220908;0;0;d625340ds4a.htm;AMENDMENT NO. 1 TO FORM S-4
499;0001193125-19-075803;2019-03-15;;2019-03-15T08:24:25.000Z;;CORRESP;;;;41552;0;0;filename1.htm;
500;0001193125-19-075801;2019-03-15;;2019-03-15T08:22:03.000Z;;CORRESP;;;;31448;0;0;filename1.htm;
501;0001193125-19-075758;2019-03-15;;2019-03-15T07:54:32.000Z;;425;;;;10438;0;0;d925312d425.htm;425
502;0001495158-19-000003;2019-03-14;2019-03-12;2019-03-14T21:21:32.000Z;;4;;;;40416;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
503;0001564590-19-007669;2019-03-14;2019-03-13;2019-03-14T08:32:05.000Z;34;8-K;001-34756;19679804;5.02;25049;0;0;tsla-8k_20190313.htm;8-K
504;0001193125-19-070100;2019-03-11;;2019-03-11T08:31:43.000Z;33;S-3ASR;333-230180;19671002;;210644;0;0;d657473ds3asr.htm;S-3ASR
505;0001564590-19-007080;2019-03-11;2019-03-10;2019-03-11T06:07:48.000Z;34;8-K;001-34756;19670808;7.01,9.01;30522;0;0;tsla-8k_20190310.htm;8-K
506;0001494732-19-000009;2019-03-07;2019-03-05;2019-03-07T21:32:37.000Z;;4;;;;13790;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
507;0001494732-19-000007;2019-03-07;2019-03-05;2019-03-07T21:07:09.000Z;;4;;;;9487;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
508;0001564590-19-006788;2019-03-07;2019-03-01;2019-03-07T16:13:33.000Z;34;8-K;001-34756;19666004;1.01,2.03;28701;0;0;tsla-8k_20190301.htm;8-K
509;0001584518-19-000004;2019-03-05;2019-03-01;2019-03-05T21:08:42.000Z;;4;;;;8396;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
510;0001494727-19-000003;2019-03-04;2019-02-28;2019-03-04T21:27:37.000Z;;4;;;;24419;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
511;0000000000-19-003824;2019-03-04;;2019-03-04T17:05:41.000Z;;UPLOAD;;;;51014;0;0;filename1.pdf;
512;9999999997-19-000687;2019-03-04;;2019-03-04T10:06:15.000Z;34;CT ORDER;001-34756;19652231;20190304,20190304;89351;0;0;filename1.pdf;
513;0001564590-19-005560;2019-03-01;2019-02-28;2019-02-28T18:04:39.000Z;34;8-K;001-34756;19645499;7.01;30713;0;0;tsla-8k_20190228.htm;8-K
514;0000000000-19-003101;2019-02-25;;2019-02-25T14:07:36.000Z;;UPLOAD;;;;39570;0;0;filename1.pdf;
515;9999999997-19-000570;2019-02-25;;2019-02-24T17:01:02.000Z;33;CT ORDER;333-164593;19627948;20190224,20190225;94663;0;0;filename1.pdf;
516;9999999997-19-000569;2019-02-25;;2019-02-24T16:58:09.000Z;34;CT ORDER;001-34756;19627947;20190224,20190225;91438;0;0;filename1.pdf;
517;9999999997-19-000568;2019-02-25;;2019-02-24T16:54:29.000Z;34;CT ORDER;001-34756;19627946;20190224,20190225;91229;0;0;filename1.pdf;
518;0001193125-19-044863;2019-02-20;;2019-02-20T09:13:53.000Z;;SC TO-T;;;;103715;0;0;d703537dsctot.htm;SC TO-T
519;0001193125-19-044857;2019-02-20;;2019-02-20T09:03:13.000Z;33;S-4;333-229749;19617204;;3149913;0;0;d625340ds4.htm;REGISTRATION STATEMENT ON FORM S-4
520;0001494732-19-000006;2019-02-19;2019-02-14;2019-02-19T21:30:56.000Z;;4;;;;22277;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
521;0001564590-19-003165;2019-02-19;2018-12-31;2019-02-19T06:10:16.000Z;34;10-K;001-34756;19613254;;30826751;1;0;tsla-10k_20181231.htm;10-K
522;0001495158-19-000002;2019-02-15;2019-02-13;2019-02-15T21:45:07.000Z;;4;;;;31917;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
523;0001193125-19-040787;2019-02-14;;2019-02-14T16:07:03.000Z;34;SC 13G/A;005-85943;19606156;;42531;0;0;d685074dsc13ga.htm;SC 13G/A
524;0001104659-19-008581;2019-02-14;;2019-02-14T13:41:42.000Z;34;SC 13G;005-85943;19604164;;170386;0;0;a19-4181_24sc13g.htm;SC 13G
525;0001422849-19-000129;2019-02-14;;2019-02-13T18:36:32.000Z;34;SC 13G;005-85943;19599678;;8343;0;0;edgtsla.txt;SC 13G
526;0000315066-19-001389;2019-02-13;;2019-02-13T12:06:22.000Z;34;SC 13G/A;005-85943;19595203;;8413;0;0;filing.txt;
527;0000080255-19-001855;2019-02-11;;2019-02-11T10:48:33.000Z;34;SC 13G/A;005-85943;19582948;;20473;0;0;tsla13gadec18.htm;TSLA AS OF 12/31/2018
528;0001088875-19-000037;2019-02-08;;2019-02-08T09:40:01.000Z;34;SC 13G/A;005-85943;19578231;;11251;0;0;TeslaMotors12312018.txt;
529;0001584518-19-000003;2019-02-05;2019-02-05;2019-02-05T21:39:15.000Z;;4;;;;8032;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
530;0001584518-19-000002;2019-02-05;2019-02-01;2019-02-05T21:02:51.000Z;;4;;;;8396;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
531;0001564590-19-001597;2019-02-01;2019-01-29;2019-02-01T06:09:09.000Z;34;8-K;001-34756;19557640;5.02,8.01;28564;0;0;tsla-8k_20190129.htm;8-K
532;0001494727-19-000002;2019-01-30;2019-01-28;2019-01-30T20:54:45.000Z;;4;;;;24409;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
533;0001564590-19-001399;2019-01-30;2019-01-30;2019-01-30T16:17:55.000Z;34;8-K;001-34756;19552137;2.02,9.01;1195382;0;0;tsla-8k_20190130.htm;8-K
534;0001495158-19-000001;2019-01-18;2019-01-16;2019-01-18T21:22:12.000Z;;4;;;;36781;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
535;0001564590-19-000740;2019-01-18;2019-01-18;2019-01-18T06:04:43.000Z;34;8-K;001-34756;19532091;2.02,7.01,9.01;37819;0;0;tsla-8k_20190118.htm;8-K
536;0001494732-19-000005;2019-01-09;2019-01-07;2019-01-09T21:46:01.000Z;;4;;;;5304;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
537;0001494732-19-000004;2019-01-09;2019-01-07;2019-01-09T21:31:32.000Z;;4;;;;5348;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
538;0001494732-19-000003;2019-01-09;2019-01-07;2019-01-09T21:17:15.000Z;;4;;;;8032;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
539;0001494732-19-000002;2019-01-07;2018-12-27;2019-01-07T21:15:51.000Z;;3;;;;5707;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
540;0001494732-19-000001;2019-01-07;2018-12-27;2019-01-07T20:50:05.000Z;;3;;;;4623;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
541;0001584518-19-000001;2019-01-04;2019-01-02;2019-01-04T21:02:34.000Z;;4;;;;8396;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
542;0001564590-19-000190;2019-01-04;2018-12-28;2019-01-04T16:09:50.000Z;34;8-K;001-34756;19510113;1.01,1.02,2.03;33024;0;0;tsla-8k_20181228.htm;8-K
543;0001494727-19-000001;2019-01-02;2018-12-28;2019-01-02T21:31:41.000Z;;4;;;;48180;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
544;0001564590-19-000013;2019-01-02;2019-01-02;2019-01-02T08:38:32.000Z;34;8-K;001-34756;19500132;2.02,7.01,9.01;38464;0;0;tsla-8k_20190102.htm;8-K
545;0001564590-18-031477;2018-12-28;2018-12-27;2018-12-28T08:27:19.000Z;34;8-K;001-34756;181255994;5.02,8.01,9.01;38878;0;0;tsla-8k_20181227.htm;8-K
546;0001495158-18-000004;2018-12-26;2018-12-20;2018-12-26T19:08:44.000Z;;4;;;;57443;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
547;0001494732-18-000017;2018-12-07;2018-12-05;2018-12-07T20:46:54.000Z;;4;;;;9272;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
548;0001584518-18-000005;2018-12-06;2018-12-03;2018-12-06T21:39:14.000Z;;4;;;;18921;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
549;0001288257-18-000026;2018-11-20;;2018-11-19T20:13:03.000Z;33;D;021-326166;181194002;06b;16148;0;0;xslFormDX01/primary_doc.xml;
550;0001494732-18-000016;2018-11-16;2018-11-14;2018-11-16T20:22:31.000Z;;4;;;;13944;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
551;0001494732-18-000015;2018-11-16;2018-11-14;2018-11-16T20:00:31.000Z;;4;;;;7753;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
552;0001494732-18-000014;2018-11-16;2018-10-05;2018-11-16T19:46:21.000Z;;4;;;;5682;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
553;0001564590-18-029588;2018-11-14;;2018-11-14T16:32:34.000Z;;CORRESP;;;;57437;0;0;filename1.htm;
554;0001494727-18-000003;2018-11-09;2018-11-09;2018-11-09T20:56:36.000Z;;4;;;;4924;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
555;0001494727-18-000002;2018-11-09;2018-11-07;2018-11-09T20:31:51.000Z;;4;;;;16028;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
556;0001564590-18-028241;2018-11-08;2018-11-07;2018-11-08T06:05:56.000Z;34;8-K;001-34756;181167995;8.01,9.01;29324;0;0;tsla-8k_20181107.htm;8-K
557;0001584518-18-000004;2018-11-05;2018-11-01;2018-11-05T18:45:32.000Z;;4;;;;8397;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
558;0001564590-18-026353;2018-11-02;2018-09-30;2018-11-01T20:38:56.000Z;34;10-Q;001-34756;181155344;;18176798;1;0;tsla-10q_20180930.htm;10-Q
559;0001494730-18-000006;2018-10-30;2018-10-29;2018-10-30T06:11:06.000Z;;4;;;;9729;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
560;0001564590-18-024902;2018-10-24;2018-10-24;2018-10-24T16:27:39.000Z;34;8-K;001-34756;181136699;2.02,9.01;1157420;0;0;tsla-8k_20181024.htm;8-K
561;0001494732-18-000013;2018-10-23;2018-10-22;2018-10-23T20:08:54.000Z;;4;;;;7837;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
562;0001584518-18-000003;2018-10-18;2018-10-16;2018-10-18T20:55:12.000Z;;4;;;;5270;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
563;0000000000-18-032560;2018-10-17;;2018-10-17T12:13:53.000Z;;UPLOAD;;;;56880;0;0;filename1.pdf;
564;0001564590-18-024373;2018-10-17;2018-10-16;2018-10-17T08:37:34.000Z;34;8-K;001-34756;181125457;8.01;31739;0;0;tsla-8k_20181016.htm;8-K
565;0000080255-18-002883;2018-10-10;;2018-10-10T11:36:57.000Z;34;SC 13G/A;005-85943;;;6832;0;0;tsla13gasep18.txt;
566;0001584518-18-000002;2018-10-03;2018-10-01;2018-10-03T21:45:30.000Z;;4;;;;8402;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
567;0001584518-18-000001;2018-10-03;2018-09-26;2018-10-03T21:26:07.000Z;;3;;;;16256;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
568;0001494731-18-000004;2018-10-03;2018-10-01;2018-10-03T18:43:04.000Z;;4;;;;8286;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
569;0001564590-18-023815;2018-10-02;2018-10-02;2018-10-02T08:35:28.000Z;34;8-K;001-34756;181099518;2.02,7.01,9.01;38872;0;0;tsla-8k_20181002.htm;8-K
570;0001564590-18-023716;2018-10-01;2018-09-30;2018-10-01T06:14:24.000Z;34;8-K;001-34756;181095790;2.02,7.01,9.01;30738;0;0;tsla-8k_20180930.htm;8-K
571;0001494732-18-000012;2018-09-07;2018-09-05;2018-09-07T19:32:05.000Z;;4;;;;9490;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
572;0001564590-18-022798;2018-09-07;2018-09-04;2018-09-07T08:32:20.000Z;34;8-K;001-34756;181058933;5.02;23515;0;0;tsla-8k_20180904.htm;8-K
573;0001564590-18-022131;2018-08-21;2018-08-16;2018-08-21T16:32:18.000Z;34;8-K;001-34756;181030643;1.01,2.03;23563;0;0;tsla-8k_20180816.htm;8-K
574;0001564590-18-021925;2018-08-16;;2018-08-16T18:54:13.000Z;;CORRESP;;;;93060;0;0;filename1.htm;
575;0001494732-18-000011;2018-08-15;2018-08-06;2018-08-15T19:21:04.000Z;;3;;;;4813;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
